HGNN_0.001_0.0_1,80.598 ¡À 1.249,79.261 ¡À 1.484,368903, 2.44s, 0.23s,0.0min2.44s
HGNN_0.001_0.0_1,77.541 ¡À 1.037,76.078 ¡À 1.526,10038, 3.71s, 0.20s,0.0min3.71s
HGNN_0.001_0.0_1,52.637 ¡À 1.354,50.990 ¡À 1.469,10038, 3.88s, 0.31s,0.0min3.88s
HGNN_0.001_0.0_1,77.157 ¡À 1.153,76.640 ¡À 1.418,10038, 3.88s, 0.21s,0.0min3.88s
HGNN_0.001_0.0_1,76.898 ¡À 1.220,76.241 ¡À 1.946,10038, 3.76s, 0.25s,0.0min3.76s
