HGNN_0.001_0.0_1,93.169 ¡À 0.432,93.152 ¡À 0.529,4141, 12.20s, 0.40s,0.0min12.20s
HGNN_0.001_0.0_1,90.587 ¡À 0.530,90.779 ¡À 0.729,4141, 12.29s, 0.32s,0.0min12.29s
HGNN_0.001_0.0_1,93.174 ¡À 0.423,93.045 ¡À 0.488,4141, 12.63s, 0.54s,0.0min12.63s
HGNN_0.001_0.0_1,93.388 ¡À 0.439,93.030 ¡À 0.503,4141, 12.53s, 0.31s,0.0min12.53s
HGNN_0.001_0.0_1,93.382 ¡À 0.567,93.456 ¡À 0.564,4141, 13.55s, 0.79s,0.0min13.55s
